name,Town/City
Isometrix Lighting & Design Limited,London
Israeli Dance Institute,London
ISS EUROPE LIMITED,London
Issufy Ltd.,London
iStorage Limited,London
IT Bootcamps Limited,London
IT Global (UK) Limited,London
IT Lab Limited,London
itarle (UK) Limited,London
Itau BBA International plc,London
ITB AGENCY LTD,LONDON
ITC Global Security Limited,London
ITelenet Engineering Solution Ltd,London
Itelligence Business Solutions (UK) Ltd,London
ITH Pharma Ltd,London
Ithaca College,London
ITHR Group Plc,London
ITI Capital Limited,London
ITIVITI UK LTD,London
ITIVITI UK SERVICES LTD,London
ITM Limited,London
Ito Japanese  Language Limited,London
ITOCHU Europe PLC,London
ITPC Consultancy Services Ltd,London
ITPM CONSULTING LTD,London
ITRS Group Ltd,London
ITSU Limited,London
ITV plc,London
Ivaldi Capital LLP,London
Ivanhoe Mines UK Ltd,London
IVF Hammersmith Ltd,London
IVI London Wimpole Ltd,London
IVIS Group Ltd,London
IVORY Worldwide Ltd,London
IVXS UK Limited,LONDON
IW Group Services (UK) Limited,London
iwoca Limited,London
IXCEED SOLUTIONS LTD,LONDON
Ixico Technologies Limited,London
Ixxus Limited,London
Iyengar Yoga Institute Maida Vale,London
J & J Commerce Ltd,London
J & M MICHAELS LTD t/a JAPANESE KNIFE COMPANY,LONDON
J A Investments,London
J B Communications Ltd,London
J BLUNDELL & SONS LIMITED,LONDON
J Crew UK Limited,London
J LORD LTD T/A J LORD,LONDON
J O Hambro Capital Management Ltd,London
J Rothschild Capital Management Ltd,London
J Sainsbury Plc,London
J W Anderson Ltd,London
J Walter Thompson Group Ltd,London
J. Choo Limited,London
J. Safra Sarasin Asset Management (Europe) Ltd,London
J.C.L.A. Ltd,London
Jacada ( Europe) Ltd,London
Jacada Travel,London
Jack Morton Worldwide,London
Jack Nadel International Limited,London
Jackdaw Capital Management Limited,London
Jackson's Art Supplies,London
Jacksons Lane,London
Jaeger Retail Limited,London
Jag Property Investment (London) Limited,London
JAG Shaw Baker,London
Jahan & Co,London
Jain Network,London
JAIN VISHVA BHARATI,London
Jallas Limited T/A Jallas Pharmacy,London
Jalpak International (Europe) B.V.,London
JAM Leisure Ltd,London
JAMA-AT-UL ISLAMIYYA OF NIGERIA UK,LONDON
JAMAICAN HIGH COMMISSION,London
Jamaican Patties Limited,London
James Blake Solutions,London
James Cubitt & Partners,London
James Finlay Limited,London
James Grant Group Limited,London
James Madison University & JMU Overseas Programs Ltd,London
JAMES MINTZ GROUP UK LTD,LONDON
James Park Associates Ltd (JPA Design),London
James Tsang & Partners LLP t/a James Tsang & Co,London
James Wigg Group Practice,LONDON
James-Lee Consultancy Ltd,London
Jamie Fobert Architects,London
Jamie Hendry Productions,London
Jampp,London
Janders Dean International Ltd,London
Jane Street Europe Limited,London
Janikin Rooke Contracts Ltd,London
JAN-PHARMA LTD T/A CHURCHFIELD PHARMACY,LONDON
Janrain Limited,London
Janus Capital International Limited,London
Japan Airlines Co. Ltd,London
Japan Bank for International Cooperation,London
Japan Centre Group Ltd,London
Japan England Insurance Brokers Ltd,London
"Japan Exchange Group, Inc.",London
JAPAN GREEN MEDICAL CENTRE LTD,LONDON
Japan International Cooperation Agency,London
Japan Journals Limited,London
Japan Marine United Europe Limited,London
Japan National Tourism Organization,London
"Japan Petroleum Exploration Co., Ltd",London
"Japan Post Bank Co., Ltd. - London Representative Office",London
JAPAN RESTAURANT MANAGEMENT LTD. T/A YOISHO,London
Japan Society for the Promotion of Science London Office,London
Japan Sport Council,London
Japanese Christian Fellowship,London
Japanese Financial Solutions Limited,London
JAR Capital Wealth Management LLP,London
Jardine Lloyd Thompson,London
JAS Information Services Limited,London
Jascots Wine Merchants Ltd,London
Jase Ltd trading as Smarty Pants Day Nursery,London
Jasmine Dental Studios,London
Jason Bruges Studio Ltd,London
Jaunt International Limited,London
Java Investments Management PLC,London
JAVELIN GLOBAL COMMODITIES (UK) LTD,LONDON
Javlin Ltd,London
Jay Ambe Trading Ltd,London
Jayam Ltd,London
Jazz FM Limited,LONDON
JAZZ NETWORKS,LONDON
Jazz Umbrella,London
JB 5 Productions Ltd.,London
JB Drax Honore (UK) Ltd,London
JC International Property Limited,London
JCB International (Europe) Ltd,London
JCF & CO. UK HOLDINGS LIMITED,London
JCI Capital Limited,London
JCW SEARCH LIMITED,London
JDX CONSULTING LTD,LONDON
Jed Root Ltd,London
Jefferies International Limited,London
Jeffreys Henry LLP,London
Jellycat Limited,London
Jellyfish Pictures Ltd,London
Jem Limited,London
Jenkins IP Limited,London
Jenner & Block London LLP,London
"Jensen Hughes UK, Ltd.",London
Jersey Boys UK Limited,London
Jessica Buttons Limited,London
Jessica McCormack Ltd,London
JESUS DECIPLES' COMMUNITY CHURCH,LONDON
JESUS GENERATION MINISTRIES UK,London
Jesus House,London
Jet Airways (India) Limited,London
Jetcraft Global (UK) Limited,London
JETRO London (Japan External Trade Organization),London
Jetsmarter United Kingdom Limited,London
Jetstone Asset Management (UK) LLP,London
Jewish Care,London
Jewish Futures Trust Ltd,London
JEWISH MUSIC INSTITUTE,LONDON
Jeya & Co Solicitors,London
JFC (UK) Ltd,London
JFE STEEL EUROPE LIMITED,London
JFLOAT LTD T/A GUEVARA,London
Jigsaw Advisory Limited,London
JINJUU (SOHO) LTD,LONDON
Jinkichi Limited,London
JIREHOUSE,LONDON
JJ Roofing Supplies LTD,London
JKS Restaurants Limited,London
JKX Oil & Gas plc,London
JM FITNESS ISLINGTON STUDIO LIMITED,London
JMI Salons Limited,London
JMJ Associates Ltd,London
JN Money Services (UK) Limited,London
JNF,London
JO SHOWA TRADING LTD,LONDON
JOBA INTERNATIONAL LONDON LTD,LONDON
Jobscience Ltd.,London
Joe Macari Ferrari &Maserati Aftersales,London
Joe Wright Architects Ltd,London
Jogger Studios LLP,London
"JOGMEC(Japan Oil, Gas and Metals National Corporation)",London
JogPost Ltd,LONDON
"Joh. Berenberg, Gossler & Co. KG, London Branch",London
John Hankinson Vet Clinic Ltd,London
JOHN LOBB LTD.,London
John McAslan & Partners Ltd,London
John Parkinson Agency,London
John Paul Construction,London
John Robertson Architects,London
John Simpson Architects,London
John Spary Associates,London
John Swire & Sons Ltd,London
John Thompson & Partners LLP,London
John Varvatos UK Limited,London
John Walsh Associates LLP,London
Johnson Matthey Plc,London
Johnson Naylor LLP,London
Joint London Limited,London
Jollofe Ltd.,London
Jonathan Lu Limited,London
Jones Day,London
Jones Knowles Ritchie Limited,London
Jones Lang LaSalle Limited,London
Jones Lang LaSalle Services LTD,London
JonesTrading International Limited,London
Jordan International Bank Plc,London
JOSEPH CORRE T/A A CHILD OF THE JAGO,LONDON
Joseph Hage Aaronson LLP,London
Joseph Limited,London
Josephine Lawson Physiotherapy,London
Joskos Solutions,London
Joyalukkas Limited,London
Joyce Wang London Limited,London
JP BODEN & CO LIMITED,LONDON
JPC Law,London
JPMorganChase & Co.,London
JPT EUROPE LTD.,London
JR Capital Limited,London
JRC GLOBAL BUFFET LIMITED,LONDON
JRI Europe Ltd,London
JRJ Investments Limited,London
Jsoft Solution Limited,London
JTB Europe Ltd,London
Jukedeck,London
Julian Watson Agency Ltd,London
Julie's Bicycle,London
Julius Baer International Limited,London
Jumeirah Carlton Tower Limited,London
Jump Trading International Limited,London
Jungle Creations Ltd,London
Junior Interiors (UK) Ltd,London
Jupiter Asset Management Limited,London
Just Eat Holding Limited,London
Just Health Communications Ltd,London
Just IT Training,London
Just So Clothing Company Ltd (trading as So Just Shop),London
Just So Films Limited,London
Justice and Care,London
JUSTICE,London
Justpremium Limited,London
JVCKENWOOD U.K. Limited,London
JWFK Ltd,London
JWK Electrical Limited,London
JX Nippon Exploration and Production (U.K.) Limited,London
JX Nippon Oil & Energy Europe Limited,London
K & G Recruitment Consultancy Ltd trading as Reeson Education,London
K C Eggs Ltd,London
k c law chambers solicitors,London
K Line (Europe) Limited,London
K Line Bulk Shipping (UK) Limited,London
K Line LNG Shipping (UK) Limited,London
K&L Gates LLP,London
K. M. DASTUR & COMPANY LIMITED,LONDON
K. MAKSONS LTD,LONDON
"K. MIKIMOTO & CO., LTD.",London
K.A.D. LIMITED,London
K10 City Sushi LTD,London
K2 Agency Ltd,LONDON
K2 Intelligence Limited,London
K3K Networks Limited,London
Kaar Technologies UK Limited,London
Kabushiki Kaisha Nikkei B.P. trading as Nikkei Business Publications Inc,London
Kadence International Ltd,London
Kahoot! Edu Limited,London
KAI MAYFAIR LIMITED,LONDON
Kaiser and Associates Ltd,London
"Kaiser Associates International, Inc",London
Kaizen Reporting Limited,London
Kajima Europe Limited,London
Kala Atkinson,London
Kalakuta Sunrise Ltd,London
Kalido Private Ltd (trading under Kalido Private Office),London
Kalmar Limited,London
Kalo Industries Ltd,London
Kalpadrum Limited,London
Kaltura Europe Limited,London
Kamberley Solicitors,London
Kambi Services Limited,London
Kanada Ya,London
Kansai Paint Europe Limited,London
Kantar UK Limited,London
Kantor Charitable Foundation,London
Kao (UK) Limited,London
Kaplan Financial Limited,London
Karakusevic Carson Architects LLP,London
Kargo Global (UK) Limited,London
KARHOO LTD,LONDON
Karla Otto Ltd,London
Karlin Real Estate UK Limited,London
Karma Cola UK Limited,London
Karmarama LTD,London
Karnavar Restaurant,London
KashFlow Software Limited,London
Kaspersky Lab UK Limited,London
Kat Maconie Ltd,London
KATANA CREATIVE MEDIA LIMITED,LONDON
"Kataoka & Co.,Ltd. Europe Representative Office",London
Kate Instone Limited,London
Kate Moross Limited,London
Kate Moss Agency Ltd,London
Katherine Dental Care,London
Katten Muchin Rosenman UK LLP,London
KAU Media Group Ltd,London
Kawasaki Heavy Industries (UK) Ltd.,London
Kay International PLC,London
Kay Mounting Service Limited,London
Kayak Software (UK) Limited,London
Kayako Ltd,London
KAZ Minerals PLC,London
Kazimir Partners (UK) Limited,London
Kazmortransflot UK Ltd,London
Kazu Restaurants 1 Limited,London
KBC Bank NV,London
KBH On-Train Media,London
KBM LSABS LTD,london
KBM TRAINING & RECRUITMENT LTD,LONDON
KBM UK Limited,London
KCA INTERNATIONAL DESIGNERS LTD,LONDON
KCD London Limited,London
KCG  Europe Limited,London
KCLSU,London
KCS Group Europe Limited,London
KD Web Ltd,London
KDDI Europe Limited,London
KDM Partners,London
KDS & Associates Limited,London
KEB HANA BANK,LONDON
Keech Green Limited,London
Keegans LTD,London
"Keen as Mustard Marketing, Ltd.",London
Keepsite Limited,London
Keepthinking,London
Keith Cohen Dental Surgery,London
KEJI Ltd.,London
Kelkoo.com (UK)Ltd,London
Keller Group Plc,London
Keller Williams,London
KELLTON TECH (UK) LIMITED,London
KellyDeli Company Limited,London
Kemin Resources Plc,London
Kemnay Advisory Services (UK) Limited,London
Kemp Little LLP,London
KENDAL & CARROTT LTD.,LONDON
Kenmare London Ltd. T/A Finns,London
Kennedy Wilson UK Limited,London
KENSHOO (UK) LTD,LONDON
Kensington Aldridge Academy,London
Kensington College of Business,London
Kensington Insurance Brokers,London
Kensington Park School Limited t/a Kensington Park School,London
Kensington Physio Limited,London
Kensington Plaza Hotel Ltd T/A Rydges Kensington London,London
Kent Investments Ltd,London
KENWOOD TRAVEL LTD,LONDON
Kenya High Commission,London
Keolis (UK) Limited,London
Kepler Cheuvreux,London
Keppel Seghers UK Ltd,London
Kerem Schools,London
Kering UK Services Limited,London
Kestrel Investment Partners LLP,London
Kew Capital LLP,London
Kexim Bank (UK) Limited,London
Key Media International Limited,London
Key Production (London) Ltd,London
Keyrus Ltd,London
Keystone Property Consultants Ltd,London
Keytree Ltd,London
KFG Restaurants Ltd,London
KGHL Research (UK) Ltd,London
KHANIQAHI NIMATULLAHI,London
Khazanah Europe Investment Limited,London
Khing Ltd,London
KHWS Limited,London
Kiely Rowan plc,London
Kiku Restaurants Ltd.,London
Kilburn & Hampstead Muslim Cultural Association Limited,London
Kilburn & Strode LLP,London
Kilburn Specsavers Limited,London
KILDARE PARTNERS UK,London
Kilimanjaro Live Limited,London
Killer Tomato,London
Killik & Co LLP,London
Kimble Applications Limited,London
Kimko Clothing Company,London
Kinapse Ltd,London
Kind Consumer Ltd,London
Kindlink Ltd,London
Kindred (London) Limited,London
King & Shaxson Limited,London
King & Spalding International LLP,London
King Alfred School,London
King Content Limited,London
King Edward VII's Hospital Sister Agnes,London
King Fahad Academy,London
King Street (Europe) LLP,London
KINGDOM GOSPEL CHURCH,LONDON
KINGDOM LIFE MINISTRIES,LONDON
Kingdom London Limited,London
Kingdom of Jesus Christ the Name Above Every Name,London
Kingfisher Guarding Services Ltd.,London
Kingfisher PLC,London
Kingley London Limited,London
King's Church Catford,London
King's College London,London
Kings Edge Medical Center,London
Kings Kids Christian School,London
Kings Mill Partnership,London
Kings Place Music Foundation,London
Kingsdale Foundation School,London
Kingsgate Primary School,London
Kingsley Napley LLP,London
Kingsway Capital Partners Limited,London
KINNEVIK CAPITAL LIMITED,LONDON
Kino Design Limited,London
KINOKUNIYA PUBLICATIONS SERVICE OF LONDON CO. LTD.,London
KINO-MO LIMITED,LONDON
Kinross Sports Advisory Limited,London
Kirkland & Ellis International LLP,London
Kisharon,London
Kite Global Advisors Limited,London
KITRI Limited,London
Kiwi Movers Ltd,London
KiWi Power Limited,London
KKCG UK LIMITED,LONDON
KKS Strategy LLP,London
KKTK Ltd,London
KKTK2 LTD  TARO JAPANESE RESTAURANT,London
Klarna UK Limited,London
Klesch & Company Limited,London
KLSA CHARTERED ACCOUNTANTS,LONDON
KNG Securities LLP,London
Knight Dragon Developments Limited,London
Knight Frank LLP,London
Knightsbridge Land Management Ltd.,London
Knightsbridge Medical Centre,London
Knightsbridge School Ltd,London
KNIGHTSBRIDGE SCHOOLS INTERNATIONAL LIMITED,LONDON
Knoll International Limited,London
"Knom Ltd, Trading as The Local",London
Knomi UK Ltd,London
Knowcross Limited,London
Knowledge to Action Limited,London
Ko Dental Practice,London
Kobalt Music Group Ltd,London
"Kobayashi Healthcare Europe, Ltd.",London
KOBKUN LTD,LONDON
Kobre & Kim (UK) LLP,London
Koch Supply and Trading Company,London
Koffeecup,London
Kohlberg Kravis Roberts & Co. Partners LLP,London
Kohn Pedersen Fox Associates International PA,London
KOIS UK,London
Kojima Ltd T/A Tenshi Restaurant,London
Kokoba Limited t/a MedicAnimal,London
Kola Capital LLP,London
KOLAK SNACK FOODS LTD,LONDON
Kollective Technology Ltd,London
Komz Consulting Ltd,London
Konica Minolta Marketing Services,London
Konstructive Ltd,London
Konvergent Limited,London
Kony Solutions B.V. UK Branch,LONDON
Konzertdirektion Hans Ulrich Schmid UK Ltd,London
Kookmin Bank International Limited,London
Korea Creative Content Agency,London
Korea Investment & Securities Europe Ltd,London
Korea Investment Corporation London Office,London
Korea National Pension Service,London
Korea Tourism Organization,London
"Korea Trade Centre, London",London
Korean Air,LONDON
KOREAN EALING CHURCH,LONDON
KOREAN REGISTER OF SHIPPING,LONDON
Korean Reinsurance Company,London
Korn Ferry Hay Group Limited,London
Korn/Ferry International Limited,London
Koru Kids,London
Kosmos Energy LLC,London
"Kotak Mahindra (UK) Limited,",London
Koto Studio Ltd,London
"Kovaion Consulting Limited,",London
KOZA LIMITED,LONDON
KPI Bridge Oil London Limited,London
KPMG Crimsonwing Limited,London
KPMG IFRG Ltd,London
KPMG LLP (Local Hires),London
KPMG LLP,London
KPMG US Tax Service (London) LLP,London
Krescendo Ltd,London
KRINVEST LIMITED,London
KRITICAL MASS LIMITED,London
Kroll Associates UK Limited,London
Kroll Ontrack Legal Technologies Limited,London
Krow Communications Ltd,London
Krowd 9 Limited,London
KRSN LIMITED,LONDON
"Krux Digital UK, LLC",London
KSL Capital Partners International LLP,London
KSR Architects LLP,London
KSS DESIGN GROUP LIMITED,LONDON
Ksubaka Ltd.,London
Kubota Membrane Europe LTD,London
Kuoni Global Travel Services (UK) Limited,London
Kurt Geiger LTD,London
KUWAHARA LTD,London
Kuwait Oil Company (K.S.C),London
Kuwait Petroleum Corporation,London
KWASA Invest Limited,London
KWITTKEN LTD,London
KWM Europe LLP,London
KWSR & Co Ltd,London
Kyles Collection Limited,London
Kyma Capital Limited,London
KYOBO LIFE LONDON OFFICE,LONDON
Kyodo News,London
KYRIBA UK LTD,London
Kyson Design Limited,London
L&T Technology Service Limited,london
L&W Management Limited,London
L.B. Lewisham (Schools),London
L.E.K. Consulting LLP,London
L.K. Bennett Limited,London
L1 Energy Limited,London
L1 RETAIL (UK) LLP,LONDON
L-3 Communications UK Limited,London
LA COMPAGNIE DES DESSERTS LTD,LONDON
La Fosse Associates Ltd,London
La Perla Global Management (UK) Ltd,London
La Perla Global Management (UK) Ltd,London
La Sainte Union Catholic School,London
La Tua Pasta Limited,London
LAB49 UK Limited,London
LabGenius Ltd,London
Labrador Ltd,London
Labtech London Limited,London
LACE Partners,London
Lacuna Solutions Limited,London
Laduree UK,London
Lagenes (UK) Limited,London
Lagoni Engineering Ltd,London
Laidlaw & Company (UK) Ltd.,London
Laird PLC,London
Lakedale Power Tools,London
LAKETOS & CO UK LIMITED,LONDON
Lakshmi Narayana Trust,London
Lakshmikumaran & Sridharan (U.K.) LLP,London
Lambda Therapeutic Limited,London
Lambeth College,London
Lancashire Insurance Services Limited,London
Lancaster Investment Service Ltd,London
LAND AHOY DESIGN LTD,LONDON
LAND SECURITIES PROPERTIES LIMITED,LONDON
Landauer Limited,London
Landbay Partners Ltd,LONDON
Landesbank Baden-Wurttemberg,London
Landmark  Hotel London Ltd,London
Landmark Partners (Europe) Limited,London
Landmark Worldwide UK Limited,London
Landor Associates Europe Limited,London
Lanesborough Management Limited T/A The Lanesborough,London
Langham Properties,London
Language Insight Limited,London
Lanmark Ltd,London
Lanop Ltd,London
LANSBURY ESTATE MUSLIM ASSOCIATION,LONDON
LANSDOWNE PARTNERS LTD,LONDON
LANSONS COMMUNICATIONS LLP,LONDON
Lanyon Inc,London
Lanzani Limited t/a iACS,London
Large Bars Limited,London
Larkbrace Limited trading as La Trompette,London
Larkbrace Ltd T/A Chez Bruce,London
Larsen & Toubro Infotech Ltd,London
Las Iguanas Ltd,London
LASALLE INVESTMENT MANAGEMENT,LONDON
Lascaux Partners Limited,London
LA-SER EUROPE LIMITED,London
Lastline (UK) Limited,London
LastMileXchange Ltd,London
LATAM Airlines Group S.A,London
LatentView Analytics UK,London
LATHAM & WATKINS (LONDON) LLP,LONDON
Lathom Junior School,London
Latin American Women's Rights Service,London
Latitude Agency Ltd,London
Latra Limited,London
Latymer Upper School,London
Launch PR Limited,London
LaundryRepublic Ltd,London
Laura Devine Solicitors,LONDON
Laura Holmes Production Ltd.,London
Laurel Canyon Ventures,London
Laurence Simons International Group ltd,London
Lava Mayfair Club Limited,London
Lavanda Ventures Limited,London
Laven partners Limited,London
Law Business Research Ltd,London
Law Firm Ltd,London
Laxzo Ltd,London
Laycock Primary School,London
Layer 9,London
"Lazard & Co., Services Limited",London
Lazard Asset Management Limited,London
LDB Construction UK Limited,London
LDBS Academies Trust,London
LDN Capital LTD,London
Le Cordon Bleu Limited,London
Leadenhall Financial Management Ltd,London
Leading Learning Trust,London
Leagas Delaney - London Limited,London
Leanmobile Limited t/as Uncover,London
Leanplum EOOD,London
LeanWorks Limited,London
Leapman Weiss - Chartered Accountants,London
Learning Resource Network Ltd,London
LearningMate Solutions (UK),London
Leathwaite Human Capital Limited,London
Leathwaite International LLP,London
Lebara Limited,London
LECONFIELD PROPERTY GROUP LIMITED,LONDON
Lee Abbey International Students' Club,London
Lee Anthony & Co,London
Lee Cooper Brands (Management Services) Limited,London
Lee Kum Kee (Europe) Ltd,London
Lee Menzies Ltd,London
LEES ASSOCIATES LLP,LONDON
LeftBrain Ltd,London
Legal and Consulting Services Ltd,London
Legal and General Investment Management (Holdings) Limited,London
Legal Document Management Ltd,London
Legal Support Network Ltd,London
Legatum Institute Foundation,London
Legend Solicitors Limited,London
Legg Mason & Co (UK) Ltd,London
Legion Supplies Limited,London
"Leidos Innovations Global, Inc.",London
Lejazzetal,London
Lek Securities UK Limited,London
Lending Stream LLC,London
Lending Works Limited,London
Lendinvest Ltd,London
LendLease Europe Holdings Limited,London
Leni's Model Management,London
Leo Baeck College,London
Leo Burnett Limited,London
Leo Tech Consulting Ltd,London
Leon Bara Ltd,London
Leonard Cheshire Disability,London
Leonteq Securities (Europe) GmbH,London
LEOPRIM LTD,LONDON
Lepe Partners LLP,London
Les Ambassadeurs Club Limited,London
Les Mills UK Fitness Limited,London
Lesotho High Commission,London
Letolab Ltd.,London
LetterOne Technology (UK) LLP,London
LETTERONE TREASURY LLP,LONDON
Leversys Ltd,London
Levitt Bernstein,London
Lewis Communications Limited,London
Lewis Silkin LLP,London
Lewis Trust Group Ltd,London
Lewisham & Greenwich NHS Trust,London
Lewisham Visionplus Ltd TA Lewisham Specsavers Ltd,London
Leyton Orient Football Club,London
Leyton UK Limited,London
LF Europe Limited,London
LFF Real Estate Partners UK Limited,London
L-GAM Advisers LLP,London
LGM Investments Limited,London
LGT European Capital Ltd.,London
LGT Vestra LLP,London
LHi Group Ltd,London
LIA Advisory Services (UK) Limited,London
Liaison Technology Ltd,London
Libby Perszyk Kathman Limited,London
Liberal Democrats (Federal),London
Liberal International,London
Liberal Judaism (ULPS),London
Liberis Ltd,London
Liberius London Ltd,London
Liberty Commodities,LONDON
Liberty Global Europe Ltd,London
Liberty Living Limited,London
Liberty Plc,London
Liberty Specialty Markets Ltd,London
Liberum Capital Ltd,London
LIBRA CAPITAL LIMITED,LONDON
Library for Iranian Studies,London
LICKALIX LTD,London
LID Publishing,London
LIFE CENTRE BIBLE CHURCH,LONDON
Life Health Foods UK Ltd,London
Lifealike Limited (T/A onefinestay),London
Lifescience Dynamics Ltd,London
Lifestyle-lets and Lease Ltd,London
LIFORME LTD,LONDON
Lifschutz Davidson Sandilands,London
Liftoff Mobile Ltd,London
Light Brigade Films Ltd,London
Light IQ Ltd,London
Light of Music Ltd,London
Lightful Ltd,London
"Lighthouse eDiscovery Europe, Ltd.",London
Lighting Design Collective Ltd,London
Lighting Design International Ltd.,London
"LIGHTRIVER TECHNOLOGIES UK, LIMITED",London
Lightsource Development Services Limited,LONDON
Lightspeed POS UK Ltd,London
LIGS Limited,London
Lilyhill Limited T/A Maroush Gardens,London
Lily's Kitchen Limited,London
LIM Advisors (London) Limited,London
Lime Rock Management LLP,London
LIMEHOUSE PARTNERSHIP TRADING AS SALMON LANE DENTAL CARE,LONDON
Limejump Ltd,London
Limelight Networks (UK) Limited,London
Limkokwing University of Creative Technology,London
LINA CUISINES LIMITED,LONDON
Lincoln International LLP,London
Lincoln Pensions Ltd,London
Lindeborg Counsellors at Law Ltd,London
Linden Staub LLP,London
Lindsell Marketing Ltd,London
Linear Investments Limited,London
Linedata Limited,London
Lingvist Limited,London
Link Market Services,London
Link Theory (UK) Ltd,London
Linkdex Limited,London
Linkedin Technology UK Limited,LONDON
Linklaters,London
LINRA CHEMISTS LTD,LONDON
Lins Wallpaper Limited,London
Lintel Capital UK Advisors LLP,London
Lion Capital LLP,London
Lion Re:Sources UK Limited,London
Lionheart Domiciliary Care Services Limited,London
Lions Gate International (UK) Limited,London
Lion's Head Global Partners LLP,London
LionTree International Ltd.,London
Lipman Karas LLP,London
Liquid Capital Markets Limited,London
Liquid Telecommunications Limited,London
Liquid Thinking Ltd,LONDON
Liquid TV Limited,London
Liquidity Finance LLP,London
Liquidnet Europe Limited,London
Lisa Peacock (Concert Management) Limited,London
Lisa's Law Solicitors,London
Listen Limited,London
"Lithium International, Inc",London
Little Bridge Limited,London
Little Company of Mary,London
Little Concert Operations UK Limited,London
Little Ember Limited T/a Andrew Jose Salon,London
Little Forest Ltd,London
LITTLE MISTRESS LIMITED,LONDON
Little Ones UK Limited,London
Little Sisters of the Poor,London
Little Tiger Press Ltd,London
LivaNova PLC,London
Live Journal UK Ltd,London
Live Nation (Music) UK Ltd,London
Live Nation Limited,London
Livebookings Holdings Limited,London
Livedrive Internet Limited,London
LiveIntent Limited,London
Livesmart U.K. Limited,London
Livestream Ltd,London
LIVEWORK STUDIO LTD,LONDON
Liv-Ex Ltd,London
Living Spring Nursery Ltd,London
LJ Capital Limited,London
Lloyd Russell-Moyle MP,London
Lloyd Williamson Schools,London
Lloyds Bank plc,London
LLOYD'S OF LONDON,London
Lloyd's Register Group Limited,London
LM Technologies Limited,London
LMAX Limited,London
LMnext UK Ltd,London
LMR Management Services Limited,London
LN-CC AC Ltd,London
LNGR LIMITED T/A ISOLA BELLA CAFE,London
Loans 2 Go Limited,London
Lobster Eye Limited,London
LocalGlobe LLP,London
Localytics Limited,London
Localz Europe Limited,London
Locassa Ltd,London
L'Occitane Limited,London
Lock N Load Events Ltd,London
Locke Lord (UK) LLP,London
Locksmith Animation Limited,London
Loco2 Ltd,London
Locus Intellect Limited,London
Lodestone Oxford Limited T/As Lodestone Communications,London
Lodha Developers UK Limited,London
LOE LTD,LONDON
Logan Manikam Associates Limited,Greater London
Logica Ltd,London
Logica Soft Limited,London
Logicinfo Consulting (UK) Ltd,London
LOGICMONITOR UK LIMITED,London
Logicor Europe Ltd,London
LogiKal Ltd,London
LOKI TV LTD,LONDON
Lokku Ltd.,London
Lola Rose Jewellery Limited,London
Lola VFX UK Ltd,London
Lolagrove Limited,London
LOM architecture and design,London
LOMAX BESPOKE HEALTH LTD,LONDON
LOMBARD ODIER ASSET MANAGEMENT (EUROPE) LIMITED,LONDON
Lombard Risk Management plc,London
Londinium Advisors Ltd.,London
London & Newcastle Capital Limited,London
London Academy of Music and Dramatic Art,London
London Academy,London
LONDON Advertising Ltd,London
London Ambulance Service NHS Trust,London
London and Capital Asset Management,London
London and Oxford Capital Markets Limited,London
london arabic evangelical church,london
LONDON BAPTIST CHURCH,LONDON
London Borough of Barnet,London
London Borough of Camden,London
London Borough of Ealing,London
London Borough of Hackney,LONDON
London Borough of Islington,London
London Borough of Newham Children and Young People's Service,London
London Borough of Tower Hamlets,London
London Borough of Waltham Forest,London
London Boroughs Richmond upon Thames and Wandsworth,London
London Bridge Hospital,London
London Brookes College,London
London Business Conferences Group Ltd,London
London Business Finance Ltd,London
London Business School,London
London Capital Credit Union,London
London Capital Group Limited,London
London Chinese Baptist Church,London
London Christian School Ltd,London
London City Airport Ltd,London
London City Korean Church,London
London City Mission,London
London Clubs Management Limited,London
London Derivatives Exchange Limited,London
London Design & Engineering UTC,LONDON
London Diocesan Board for Schools,London
London Diocesan Fund,London
London District and South Eastern Provincial Assembly of Unitarian and Fre,London
London Duck Tours ltd,London
London Economics,London
London Film School,London
London Forfaiting Company Ltd,London
LONDON FULL GOSPEL CENTRAL CHURCH,LONDON
LONDON GOOD NEWS CHURCH,London
London Grecian Ltd,London
London Harmony Ltd,london
London House Exchange Limited,London
London Imaging Centre Ltd,London
London International Christian Church,London
London International Exhibition Centre Plc,London
London International Festival of Theatre,London
London International Mime Festival Limited,London
London Management Group LTD,London
London Marine Consultants Ltd,London
London Metropolitan University,London
London Offshore Consultants Limited,London
London Philharmonic Orchestra,London
London Presbyterian Church,London
London Presbyterian Church,LONDON
London Property Zone Ltd,London
London Research International Ltd.,London
London Review of Books (LRB) Ltd,London
London Rowing Club Ltd,London
London Russian Ballet School,London
London Scans Limited,London
London School of Business and Management,London
London School of Commerce (A Division of St.Piran's School (GB) Limited,London
London School of Hygiene & Tropical Medicine,London
LONDON SEVASHRAM SANGHA,LONDON
LONDON SHARED LIMITED,LONDON
London Shogyoji Trust,London
London Sikh Centre,London
London Sivan Kovil Trust,London
London Skolars Limited,London
London SLTS Ltd,London
London South Bank University,London
LONDON SRI MURUGAN TEMPLE,LONDON
London Stock Exchange Group plc,London
London Symphony Orchestra,London
London Theatre Company Productions Limited,London
LONDON TIGERS,LONDON
London Tokyo Property Services Ltd,London
London Training Centre Limited,London
London United Busways Ltd,London
